AirportCode,DepartureAirportCode,ScheduledDepartureLocal,ScheduledDepartureUTC,ActualDepartureLocal,ActualDepartureUTC,DepartureTimeStatus,ArrivalAirportCode,ScheduledArrivalLocal,ScheduledArrivalUTC,ActualArrivalLocal,ActualArrivalUTC,ArrivalTimeStatus,MarketingAirlineID,MarketingFlightNumber,OperatingAirlineID,OperatingFlightNumber,AircraftCode,AircraftRegistration,FlightStatus,ServiceType
DMM,DMM,2024-06-14T02:00,2024-06-13T23:00Z,,,Flight On Time,JED,2024-06-14T04:15,2024-06-14T01:15Z,,,Flight On Time,SV,1131,SV,1131,321,,No status,Passenger
DMM,DMM,2024-06-14T04:00,2024-06-14T01:00Z,,,Flight On Time,JED,2024-06-14T06:15,2024-06-14T03:15Z,,,Flight On Time,SV,1127,SV,1127,321,,No status,Passenger
DOH,DOH,2024-06-14T01:20,2024-06-13T22:20Z,,,Flight On Time,MAN,2024-06-14T06:45,2024-06-14T05:45Z,,,Flight On Time,QR,021,QR,021,789,,No status,Passenger
DOH,DOH,2024-06-14T01:20,2024-06-13T22:20Z,,,Flight On Time,IAD,2024-06-14T08:45,2024-06-14T12:45Z,,,Flight On Time,QR,709,QR,709,77W,,No status,Passenger
DOH,DOH,2024-06-14T01:45,2024-06-13T22:45Z,,,Flight On Time,JFK,2024-06-14T09:00,2024-06-14T13:00Z,,,Flight On Time,QR,703,QR,703,77W,,No status,Passenger
DOH,DOH,2024-06-14T02:10,2024-06-13T23:10Z,,,Flight On Time,VIE,2024-06-14T07:00,2024-06-14T05:00Z,2024-06-14T06:42,2024-06-14T04:42Z,Flight Early,QR,189,QR,189,788,A7BCU,Flight Landed,Passenger
DXB,DXB,2024-06-14T00:50,2024-06-13T20:50Z,2024-06-14T00:46,2024-06-13T20:46Z,Flight Early,FRA,2024-06-14T05:40,2024-06-14T03:40Z,2024-06-14T05:43,2024-06-14T03:43Z,Flight On Time,LH,631,LH,631,333,DAIKI,Flight Landed,Passenger
DXB,DXB,2024-06-14T01:15,2024-06-13T21:15Z,2024-06-14T01:15,2024-06-13T21:15Z,Flight On Time,ZRH,2024-06-14T06:10,2024-06-14T04:10Z,2024-06-14T06:14,2024-06-14T04:14Z,Flight On Time,LX,243,LX,243,333,HBJHK,Flight Landed,Passenger
EVN,EVN,2024-06-14T01:45,2024-06-13T21:45Z,2024-06-14T01:53,2024-06-13T21:53Z,Flight On Time,BRU,2024-06-14T04:40,2024-06-14T02:40Z,2024-06-14T04:42,2024-06-14T02:42Z,Flight On Time,SN,2900,SN,2900,320,OOSNE,Flight Landed,Passenger
FMO,FMO,2024-06-14T00:10,2024-06-13T22:10Z,2024-06-14T00:45,2024-06-13T22:45Z,Flight Delayed,AYT,2024-06-14T04:45,2024-06-14T01:45Z,2024-06-14T05:02,2024-06-14T02:02Z,Flight Delayed,XQ,251,XQ,251,73H,TCSEZ,Flight Landed,Passenger
FMO,FMO,2024-06-14T01:50,2024-06-13T23:50Z,2024-06-14T02:55,2024-06-14T00:55Z,Flight Delayed,AYT,2024-06-14T06:25,2024-06-14T03:25Z,2024-06-14T07:24,2024-06-14T04:24Z,Flight Delayed,XQ,255,XQ,255,73H,TCSEY,Flight Landed,Passenger
FMO,FMO,2024-06-14T03:40,2024-06-14T01:40Z,2024-06-14T03:45,2024-06-14T01:45Z,Flight On Time,AYT,2024-06-14T08:15,2024-06-14T05:15Z,2024-06-14T08:23,2024-06-14T05:23Z,Flight On Time,XQ,257,XQ,257,73H,TCSOH,Flight Landed,Passenger
GZT,GZT,2024-06-13T22:50,2024-06-13T19:50Z,2024-06-14T00:08,2024-06-13T21:08Z,Flight Delayed,ADB,2024-06-14T00:40,2024-06-13T21:40Z,2024-06-14T01:47,2024-06-13T22:47Z,Flight Delayed,XQ,9229,XQ,9229,7M8,TCSOJ,Flight Landed,Passenger
GZT,GZT,2024-06-14T03:40,2024-06-14T00:40Z,2024-06-14T03:35,2024-06-14T00:35Z,Flight Early,FRA,2024-06-14T06:55,2024-06-14T04:55Z,2024-06-14T06:58,2024-06-14T04:58Z,Flight On Time,XQ,762,XQ,762,73H,TCSEN,Flight Landed,Passenger
HAJ,HAJ,2024-06-14T01:40,2024-06-13T23:40Z,2024-06-14T02:17,2024-06-14T00:17Z,Flight Delayed,AYT,2024-06-14T06:10,2024-06-14T03:10Z,2024-06-14T06:29,2024-06-14T03:29Z,Flight Delayed,XQ,235,XQ,235,73H,TCSPK,Flight Landed,Passenger
HAJ,HAJ,2024-06-14T03:35,2024-06-14T01:35Z,2024-06-14T03:47,2024-06-14T01:47Z,Flight On Time,AYT,2024-06-14T08:05,2024-06-14T05:05Z,2024-06-14T08:26,2024-06-14T05:26Z,Flight Delayed,XQ,231,XQ,231,73H,TCSEI,Flight Landed,Passenger
HAJ,HAJ,2024-06-14T03:40,2024-06-14T01:40Z,2024-06-14T03:34,2024-06-14T01:34Z,Flight Early,AYT,2024-06-14T08:10,2024-06-14T05:10Z,2024-06-14T09:16,2024-06-14T06:16Z,Flight Delayed,XQ,233,XQ,233,7M8,TCSMD,Flight Landed,Passenger
HEL,HEL,2024-06-14T00:05,2024-06-13T21:05Z,,,Flight On Time,VAA,2024-06-14T01:05,2024-06-13T22:05Z,,,Flight On Time,AY,321,AY,321,AT7,,No status,Passenger
HEL,HEL,2024-06-14T00:20,2024-06-13T21:20Z,,,Flight On Time,TLL,2024-06-14T00:55,2024-06-13T21:55Z,,,Flight On Time,AY,1035,AY,1035,AT7,,No status,Passenger
HEL,HEL,2024-06-14T00:25,2024-06-13T21:25Z,,,Flight On Time,SIN,2024-06-14T18:35,2024-06-14T10:35Z,,,Flight On Time,AY,131,AY,131,359,,No status,Passenger
HEL,HEL,2024-06-14T00:35,2024-06-13T21:35Z,,,Flight On Time,HKG,2024-06-14T17:45,2024-06-14T09:45Z,,,Flight On Time,AY,099,AY,099,359,,No status,Passenger
HKG,HKG,2024-06-13T23:25,2024-06-13T15:25Z,2024-06-14T02:39,2024-06-13T18:39Z,Flight Delayed,FRA,2024-06-14T07:00,2024-06-14T05:00Z,2024-06-14T09:48,2024-06-14T07:48Z,Flight Delayed,LH,797,LH,797,346,DAIHX,Flight Landed,Passenger
HKG,HKG,2024-06-13T23:25,2024-06-13T15:25Z,2024-06-14T00:36,2024-06-13T16:36Z,Flight Delayed,ZRH,2024-06-14T06:15,2024-06-14T04:15Z,2024-06-14T07:00,2024-06-14T05:00Z,Flight Delayed,LX,139,LX,139,77W,HBJNE,Flight Landed,Passenger
HKG,HKG,2024-06-14T02:00,2024-06-13T18:00Z,,,Flight On Time,JFK,2024-06-14T06:00,2024-06-14T10:00Z,,,Flight On Time,CX,844,CX,844,351,,No status,Passenger
IKA,IKA,2024-06-14T02:40,2024-06-13T23:10Z,2024-06-14T02:43,2024-06-13T23:13Z,Flight On Time,VIE,2024-06-14T05:55,2024-06-14T03:55Z,2024-06-14T05:48,2024-06-14T03:48Z,Flight Early,OS,872,OS,872,32N,OELZR,Flight Landed,Passenger
ISB,ISB,2024-06-14T03:00,2024-06-13T22:00Z,,,Flight On Time,JED,2024-06-14T06:10,2024-06-14T03:10Z,,,Flight On Time,SV,727,SV,727,773,,No status,Passenger
JED,JED,2024-06-14T00:15,2024-06-13T21:15Z,,,Flight On Time,CAI,2024-06-14T02:30,2024-06-13T23:30Z,,,Flight On Time,SV,309,SV,309,330,,No status,Passenger
JED,JED,2024-06-14T00:30,2024-06-13T21:30Z,,,Flight On Time,DXB,2024-06-14T04:35,2024-06-14T00:35Z,,,Flight On Time,SV,590,SV,590,320,,No status,Passenger
JED,JED,2024-06-14T01:00,2024-06-13T22:00Z,,,Flight On Time,KWI,2024-06-14T03:10,2024-06-14T00:10Z,,,Flight On Time,SV,502,SV,502,320,,No status,Passenger
JED,JED,2024-06-14T01:00,2024-06-13T22:00Z,,,Flight On Time,RUH,2024-06-14T02:45,2024-06-13T23:45Z,,,Flight On Time,SV,1056,SV,1056,789,,No status,Passenger
JED,JED,2024-06-14T01:00,2024-06-13T22:00Z,,,Flight On Time,DMM,2024-06-14T03:10,2024-06-14T00:10Z,,,Flight On Time,SV,1128,SV,1128,321,,No status,Passenger
JED,JED,2024-06-14T01:10,2024-06-13T22:10Z,,,Flight On Time,CMN,2024-06-14T05:45,2024-06-14T04:45Z,,,Flight On Time,SV,377,SV,377,789,,No status,Passenger
JED,JED,2024-06-14T01:10,2024-06-13T22:10Z,,,Flight On Time,AMM,2024-06-14T03:15,2024-06-14T00:15Z,,,Flight On Time,SV,627,SV,627,321,,No status,Passenger
JED,JED,2024-06-14T01:20,2024-06-13T22:20Z,,,Flight On Time,PKX,2024-06-14T16:50,2024-06-14T08:50Z,,,Flight On Time,SV,886,SV,886,789,,No status,Passenger
JED,JED,2024-06-14T01:30,2024-06-13T22:30Z,,,Flight On Time,KHI,2024-06-14T07:30,2024-06-14T02:30Z,,,Flight On Time,SV,700,SV,700,777,,No status,Passenger
JED,JED,2024-06-14T01:30,2024-06-13T22:30Z,,,Flight On Time,BKK,2024-06-14T13:45,2024-06-14T06:45Z,,,Flight On Time,SV,844,SV,844,789,,No status,Passenger
JED,JED,2024-06-14T01:50,2024-06-13T22:50Z,,,Flight On Time,ISB,2024-06-14T09:00,2024-06-14T04:00Z,,,Flight On Time,SV,722,SV,722,777,,No status,Passenger
JED,JED,2024-06-14T01:50,2024-06-13T22:50Z,,,Flight On Time,BOM,2024-06-14T09:25,2024-06-14T03:55Z,,,Flight On Time,SV,770,SV,770,333,,No status,Passenger
JED,JED,2024-06-14T01:50,2024-06-13T22:50Z,,,Flight On Time,CGK,2024-06-14T16:00,2024-06-14T09:00Z,,,Flight On Time,SV,818,SV,818,773,,No status,Passenger
JED,JED,2024-06-14T01:55,2024-06-13T22:55Z,,,Flight On Time,KUL,2024-06-14T15:55,2024-06-14T07:55Z,,,Flight On Time,SV,834,SV,834,789,,No status,Passenger
JED,JED,2024-06-14T02:05,2024-06-13T23:05Z,,,Flight On Time,LKO,2024-06-14T10:25,2024-06-14T04:55Z,,,Flight On Time,SV,890,SV,890,333,,No status,Passenger
JED,JED,2024-06-14T02:05,2024-06-13T23:05Z,,,Flight On Time,TUU,2024-06-14T03:40,2024-06-14T00:40Z,,,Flight On Time,SV,1547,SV,1547,321,,No status,Passenger
JED,JED,2024-06-14T02:10,2024-06-13T23:10Z,,,Flight On Time,LHR,2024-06-14T06:40,2024-06-14T05:40Z,,,Flight On Time,SV,113,SV,113,787,,No status,Passenger
JED,JED,2024-06-14T02:10,2024-06-13T23:10Z,,,Flight On Time,LHE,2024-06-14T09:05,2024-06-14T04:05Z,,,Flight On Time,SV,734,SV,734,773,,No status,Passenger
JED,JED,2024-06-14T02:10,2024-06-13T23:10Z,,,Flight On Time,MED,2024-06-14T03:15,2024-06-14T00:15Z,,,Flight On Time,SV,1420,SV,1420,330,,No status,Passenger
JED,JED,2024-06-14T02:15,2024-06-13T23:15Z,,,Flight On Time,DEL,2024-06-14T10:00,2024-06-14T04:30Z,,,Flight On Time,SV,756,SV,756,773,,No status,Passenger
JFK,JFK,2024-06-14T00:20,2024-06-14T04:20Z,,,Flight On Time,IST,2024-06-14T17:15,2024-06-14T14:15Z,,,Flight On Time,TK,012,TK,012,77W,,No status,Passenger
JFK,JFK,2024-06-14T01:20,2024-06-14T05:20Z,,,Flight On Time,UIO,2024-06-14T06:40,2024-06-14T11:40Z,,,Flight On Time,AV,7397,AV,7397,320,,No status,Passenger
JFK,JFK,2024-06-14T01:20,2024-06-14T05:20Z,,,Flight On Time,DOH,2024-06-14T20:40,2024-06-14T17:40Z,2024-06-14T20:00,2024-06-14T17:00Z,Flight Early,QR,706,QR,706,359,A7AMJ,Flight Landed,Passenger
JFK,JFK,2024-06-14T01:40,2024-06-14T05:40Z,,,Flight On Time,HND,2024-06-15T04:45,2024-06-14T19:45Z,,,Flight On Time,JL,003,JL,003,77W,,No status,Passenger
JFK,JFK,2024-06-14T01:55,2024-06-14T05:55Z,,,Flight On Time,HKG,2024-06-15T05:35,2024-06-14T21:35Z,,,Flight On Time,CX,843,CX,843,359,,No status,Passenger
JFK,JFK,2024-06-14T02:00,2024-06-14T06:00Z,,,Flight On Time,GYE,2024-06-14T07:40,2024-06-14T12:40Z,,,Flight On Time,AV,7393,AV,7393,320,,No status,Passenger
JFK,JFK,2024-06-14T02:40,2024-06-14T06:40Z,,,Flight On Time,PEI,2024-06-14T07:20,2024-06-14T12:20Z,,,Flight On Time,AV,207,AV,207,320,,No status,Passenger
JFK,JFK,2024-06-14T02:55,2024-06-14T06:55Z,,,Flight On Time,SAL,2024-06-14T05:45,2024-06-14T11:45Z,,,Flight On Time,AV,567,AV,567,320,,No status,Passenger
JFK,JFK,2024-06-14T03:30,2024-06-14T07:30Z,,,Flight On Time,SAL,2024-06-14T06:20,2024-06-14T12:20Z,,,Flight On Time,AV,571,AV,571,320,,No status,Passenger
JFK,JFK,2024-06-14T04:00,2024-06-14T08:00Z,,,Flight On Time,GUA,2024-06-14T06:45,2024-06-14T12:45Z,,,Flight On Time,AV,551,AV,551,320,,No status,Passenger
KEF,KEF,2024-06-14T00:05,2024-06-14T00:05Z,2024-06-14T00:10,2024-06-14T00:10Z,Flight On Time,STR,2024-06-14T06:05,2024-06-14T04:05Z,2024-06-14T06:10,2024-06-14T04:10Z,Flight On Time,EW,2797,EW,2797,320,9HMLL,Flight Landed,Passenger
KEF,KEF,2024-06-14T00:10,2024-06-14T00:10Z,2024-06-14T00:16,2024-06-14T00:16Z,Flight On Time,VIE,2024-06-14T06:15,2024-06-14T04:15Z,2024-06-14T06:13,2024-06-14T04:13Z,Flight Early,OS,328,OS,328,320,OELZE,Flight Landed,Passenger
KEF,KEF,2024-06-14T00:40,2024-06-14T00:40Z,2024-06-14T00:40,2024-06-14T00:40Z,Flight On Time,DUS,2024-06-14T06:05,2024-06-14T04:05Z,2024-06-14T06:05,2024-06-14T04:05Z,Flight On Time,EW,9281,EW,9281,223,YLABO,Flight Landed,Passenger
KHI,KHI,2024-06-14T03:00,2024-06-13T22:00Z,,,Flight On Time,JED,2024-06-14T05:05,2024-06-14T02:05Z,,,Flight On Time,SV,705,SV,705,777,,No status,Passenger
KUL,KUL,2024-06-14T02:15,2024-06-13T18:15Z,,,Flight On Time,JED,2024-06-14T06:05,2024-06-14T03:05Z,,,Flight On Time,SV,841,SV,841,789,,No status,Passenger
KWI,KWI,2024-06-14T01:45,2024-06-13T22:45Z,2024-06-14T02:08,2024-06-13T23:08Z,Flight Delayed,FRA,2024-06-14T07:10,2024-06-14T05:10Z,2024-06-14T07:19,2024-06-14T05:19Z,Flight Delayed,LH,625,LH,625,333,DAIKN,Flight Landed,Passenger
LAS,LAS,2024-06-13T21:55,2024-06-14T04:55Z,2024-06-14T00:50,2024-06-14T07:50Z,Flight Delayed,FRA,2024-06-14T17:35,2024-06-14T15:35Z,2024-06-14T20:20,2024-06-14T18:20Z,Flight Delayed,DE,2063,DE,2063,339,DANRI,Flight Landed,Passenger
LCA,LCA,2024-06-14T02:15,2024-06-13T23:15Z,2024-06-14T02:15,2024-06-13T23:15Z,Flight On Time,BEY,2024-06-14T02:55,2024-06-13T23:55Z,2024-06-14T02:56,2024-06-13T23:56Z,Flight On Time,LH,1302,LH,1302,32M,DAIDJ,Flight Landed,Passenger
LCA,LCA,2024-06-14T03:20,2024-06-14T00:20Z,2024-06-14T04:37,2024-06-14T01:37Z,Flight Delayed,FRA,2024-06-14T06:30,2024-06-14T04:30Z,2024-06-14T07:34,2024-06-14T05:34Z,Flight Delayed,LH,1295,LH,1295,32M,DAIDK,Flight Landed,Passenger
LHE,LHE,2024-06-14T02:50,2024-06-13T21:50Z,,,Flight On Time,JED,2024-06-14T06:00,2024-06-14T03:00Z,,,Flight On Time,SV,739,SV,739,773,,No status,Passenger
LIM,LIM,2024-06-14T00:05,2024-06-14T05:05Z,,,Flight On Time,JFK,2024-06-14T09:05,2024-06-14T13:05Z,,,Flight On Time,LA,2468,LA,2468,763,,No status,Passenger
MAA,MAA,2024-06-14T01:50,2024-06-13T20:20Z,2024-06-14T01:49,2024-06-13T20:19Z,Flight Early,FRA,2024-06-14T08:30,2024-06-14T06:30Z,2024-06-14T08:11,2024-06-14T06:11Z,Flight Early,LH,759,LH,759,343,DAIGS,Flight Landed,Passenger
MLX,MLX,2024-06-13T22:55,2024-06-13T19:55Z,2024-06-14T00:04,2024-06-13T21:04Z,Flight Delayed,ADB,2024-06-14T00:45,2024-06-13T21:45Z,2024-06-14T01:52,2024-06-13T22:52Z,Flight Delayed,XQ,9331,XQ,9331,73H,TCSPP,Flight Landed,Passenger
NUE,NUE,2024-06-14T00:20,2024-06-13T22:20Z,2024-06-14T01:17,2024-06-13T23:17Z,Flight Delayed,AYT,2024-06-14T04:30,2024-06-14T01:30Z,2024-06-14T05:27,2024-06-14T02:27Z,Flight Delayed,XQ,169,XQ,169,7M8,TCSML,Flight Landed,Passenger
NUE,NUE,2024-06-14T02:50,2024-06-14T00:50Z,2024-06-14T03:01,2024-06-14T01:01Z,Flight On Time,AYT,2024-06-14T07:00,2024-06-14T04:00Z,2024-06-14T07:04,2024-06-14T04:04Z,Flight On Time,XQ,167,XQ,167,7M8,TCSMI,Flight Landed,Passenger
NUE,NUE,2024-06-14T03:15,2024-06-14T01:15Z,2024-06-14T03:25,2024-06-14T01:25Z,Flight On Time,AYT,2024-06-14T07:25,2024-06-14T04:25Z,2024-06-14T07:26,2024-06-14T04:26Z,Flight On Time,XQ,165,XQ,165,73H,TCSOY,Flight Landed,Passenger
NUE,NUE,2024-06-14T03:50,2024-06-14T01:50Z,2024-06-14T03:39,2024-06-14T01:39Z,Flight Early,PMI,2024-06-14T06:00,2024-06-14T04:00Z,2024-06-14T05:48,2024-06-14T03:48Z,Flight Early,EW,6815,EW,6815,32A,9HEWE,Flight Landed,Passenger
OSL,OSL,2024-06-13T23:40,2024-06-13T21:40Z,,,Flight Delayed,ADB,2024-06-14T04:40,2024-06-14T01:40Z,2024-06-14T04:17,2024-06-14T01:17Z,Flight Early,XQ,953,XQ,953,73H,TCSPN,Flight Landed,Passenger
PAD,PAD,2024-06-14T01:55,2024-06-13T23:55Z,2024-06-14T02:33,2024-06-14T00:33Z,Flight Delayed,AYT,2024-06-14T06:25,2024-06-14T03:25Z,2024-06-14T06:54,2024-06-14T03:54Z,Flight Delayed,XQ,367,XQ,367,320,LYMLN,Flight Landed,Passenger
PAD,PAD,2024-06-14T03:15,2024-06-14T01:15Z,2024-06-14T03:09,2024-06-14T01:09Z,Flight Early,AYT,2024-06-14T07:45,2024-06-14T04:45Z,2024-06-14T07:40,2024-06-14T04:40Z,Flight Early,XQ,369,XQ,369,73H,YRHLB,Flight Landed,Passenger
PEK,PEK,2024-06-14T02:20,2024-06-13T18:20Z,2024-06-14T02:55,2024-06-13T18:55Z,Flight Delayed,MUC,2024-06-14T06:20,2024-06-14T04:20Z,2024-06-14T06:50,2024-06-14T04:50Z,Flight Delayed,CA,961,CA,961,773,B2035,Flight Landed,Passenger
PEK,PEK,2024-06-14T02:30,2024-06-13T18:30Z,2024-06-14T02:39,2024-06-13T18:39Z,Flight On Time,FRA,2024-06-14T06:50,2024-06-14T04:50Z,2024-06-14T06:34,2024-06-14T04:34Z,Flight Early,CA,965,CA,965,773,B2040,Flight Landed,Passenger
PEK,PEK,2024-06-14T02:50,2024-06-13T18:50Z,,,Flight On Time,VIE,2024-06-14T07:05,2024-06-14T05:05Z,2024-06-14T06:54,2024-06-14T04:54Z,Flight Early,CA,841,CA,841,359,B322Z,Flight Landed,Passenger
PMI,PMI,2024-06-14T02:55,2024-06-14T00:55Z,2024-06-14T02:54,2024-06-14T00:54Z,Flight Early,FRA,2024-06-14T05:10,2024-06-14T03:10Z,2024-06-14T05:12,2024-06-14T03:12Z,Flight On Time,DE,1569,DE,1569,320,LZFBH,Flight Landed,Passenger
ADA,ADA,2024-06-15T03:40,2024-06-15T00:40Z,2024-06-15T04:21,2024-06-15T01:21Z,Flight Delayed,FRA,2024-06-15T06:45,2024-06-15T04:45Z,2024-06-15T07:39,2024-06-15T05:39Z,Flight Delayed,XQ,780,XQ,780,7M8,TCSMB,Flight Landed,Passenger
ADB,ADB,2024-06-14T22:00,2024-06-14T19:00Z,2024-06-15T00:01,2024-06-14T21:01Z,Flight Delayed,AYT,2024-06-14T23:05,2024-06-14T20:05Z,2024-06-15T01:11,2024-06-14T22:11Z,Flight Delayed,XQ,7293,XQ,7293,73H,TCSOO,Flight Landed,Passenger
ADB,ADB,2024-06-15T02:15,2024-06-14T23:15Z,2024-06-15T02:15,2024-06-14T23:15Z,Flight On Time,CPH,2024-06-15T04:45,2024-06-15T02:45Z,2024-06-15T04:48,2024-06-15T02:48Z,Flight On Time,XQ,924,XQ,924,73H,TCSPN,Flight Landed,Passenger
ADB,ADB,2024-06-15T02:30,2024-06-14T23:30Z,2024-06-15T02:29,2024-06-14T23:29Z,Flight Early,HAJ,2024-06-15T04:50,2024-06-15T02:50Z,2024-06-15T04:50,2024-06-15T02:50Z,Flight On Time,XQ,994,XQ,994,73H,TCSRB,Flight Landed,Passenger
ADB,ADB,2024-06-15T02:55,2024-06-14T23:55Z,2024-06-15T02:55,2024-06-14T23:55Z,Flight On Time,CGN,2024-06-15T05:20,2024-06-15T03:20Z,2024-06-15T05:21,2024-06-15T03:21Z,Flight On Time,XQ,902,XQ,902,7M8,TCSMJ,Flight Landed,Passenger
ADB,ADB,2024-06-15T03:50,2024-06-15T00:50Z,2024-06-15T03:49,2024-06-15T00:49Z,Flight Early,DUS,2024-06-15T06:15,2024-06-15T04:15Z,2024-06-15T06:10,2024-06-15T04:10Z,Flight Early,XQ,988,XQ,988,73H,TCSEU,Flight Landed,Passenger
ADD,ADD,2024-06-15T00:05,2024-06-14T21:05Z,,,Flight On Time,FRA,2024-06-15T06:25,2024-06-15T04:25Z,2024-06-15T06:29,2024-06-15T04:29Z,Flight On Time,ET,706,ET,706,359,ETAZI,Flight Landed,Passenger
ADD,ADD,2024-06-15T00:05,2024-06-14T21:05Z,,,Flight On Time,CDG,2024-06-15T06:45,2024-06-15T04:45Z,,,Flight On Time,ET,734,ET,734,359,,No status,Passenger
ADD,ADD,2024-06-15T00:35,2024-06-14T21:35Z,,,Flight On Time,VIE,2024-06-15T05:55,2024-06-15T03:55Z,2024-06-15T06:22,2024-06-15T04:22Z,Flight Delayed,ET,724,ET,724,77L,WILAD,Flight Landed,Passenger
AGP,AGP,2024-06-15T01:15,2024-06-14T23:15Z,,,Flight On Time,HEL,2024-06-15T06:45,2024-06-15T03:45Z,,,Flight On Time,AY,1676,AY,1676,32B,,No status,Passenger
AHB,AHB,2024-06-15T00:05,2024-06-14T21:05Z,,,Flight On Time,JED,2024-06-15T01:25,2024-06-14T22:25Z,,,Flight On Time,SV,1621,SV,1621,320,,No status,Passenger
AHB,AHB,2024-06-15T01:45,2024-06-14T22:45Z,,,Flight On Time,JED,2024-06-15T03:05,2024-06-15T00:05Z,,,Flight On Time,SV,1643,SV,1643,320,,No status,Passenger
ALA,ALA,2024-06-15T03:15,2024-06-14T22:15Z,2024-06-15T03:22,2024-06-14T22:22Z,Flight On Time,FRA,2024-06-15T08:20,2024-06-15T06:20Z,2024-06-15T08:28,2024-06-15T06:28Z,Flight On Time,LH,651,LH,651,333,DAIKO,Flight Landed,Passenger
ALG,ALG,2024-06-15T01:50,2024-06-15T00:50Z,2024-06-15T01:41,2024-06-15T00:41Z,Flight Early,FRA,2024-06-15T05:30,2024-06-15T03:30Z,2024-06-15T05:08,2024-06-15T03:08Z,Flight Early,LH,1319,LH,1319,32Q,DAIEN,Flight Landed,Passenger
AMM,AMM,2024-06-15T03:45,2024-06-15T00:45Z,2024-06-15T04:43,2024-06-15T01:43Z,Flight Delayed,FRA,2024-06-15T07:30,2024-06-15T05:30Z,2024-06-15T08:09,2024-06-15T06:09Z,Flight Delayed,LH,693,LH,693,320,DAIZB,Flight Landed,Passenger
ASR,ASR,2024-06-14T22:50,2024-06-14T19:50Z,2024-06-15T00:14,2024-06-14T21:14Z,Flight Delayed,ADB,2024-06-15T00:25,2024-06-14T21:25Z,2024-06-15T01:43,2024-06-14T22:43Z,Flight Delayed,XQ,9239,XQ,9239,73H,TCSPB,Flight Landed,Passenger
ASR,ASR,2024-06-15T03:25,2024-06-15T00:25Z,2024-06-15T04:01,2024-06-15T01:01Z,Flight Delayed,DUS,2024-06-15T06:30,2024-06-15T04:30Z,2024-06-15T07:05,2024-06-15T05:05Z,Flight Delayed,XQ,798,XQ,798,73H,TCSOZ,Flight Landed,Passenger
ATH,ATH,2024-06-14T23:55,2024-06-14T20:55Z,,,Flight Delayed,CAI,2024-06-15T01:50,2024-06-14T22:50Z,2024-06-15T03:06,2024-06-15T00:06Z,Flight Delayed,A3,930,A3,930,321,SXDGT,Flight Landed,Passenger
AUH,AUH,2024-06-15T02:10,2024-06-14T22:10Z,,,Flight On Time,FRA,2024-06-15T06:55,2024-06-15T04:55Z,2024-06-15T07:13,2024-06-15T05:13Z,Flight Delayed,EY,121,EY,121,789,A6BLM,Flight Landed,Passenger
AUH,AUH,2024-06-15T02:30,2024-06-14T22:30Z,,,Flight On Time,MUC,2024-06-15T07:00,2024-06-15T05:00Z,2024-06-15T06:47,2024-06-15T04:47Z,Flight Early,EY,125,EY,125,789,A6BNC,Flight Landed,Passenger
AUH,AUH,2024-06-15T03:05,2024-06-14T23:05Z,,,Flight On Time,ORD,2024-06-15T08:50,2024-06-15T13:50Z,,,Flight On Time,EY,151,EY,151,351,,No status,Passenger
AUH,AUH,2024-06-15T03:15,2024-06-14T23:15Z,,,Flight On Time,CAI,2024-06-15T06:10,2024-06-15T03:10Z,,,Flight On Time,EY,657,EY,657,32Q,,No status,Passenger
AYT,AYT,2024-06-14T23:45,2024-06-14T20:45Z,2024-06-15T00:37,2024-06-14T21:37Z,Flight Delayed,FMO,2024-06-15T02:45,2024-06-15T00:45Z,2024-06-15T03:58,2024-06-15T01:58Z,Flight Delayed,XQ,256,XQ,256,73H,TCSPK,Flight Landed,Passenger
AYT,AYT,2024-06-14T23:50,2024-06-14T20:50Z,2024-06-15T00:11,2024-06-14T21:11Z,Flight Delayed,HAJ,2024-06-15T02:45,2024-06-15T00:45Z,2024-06-15T03:35,2024-06-15T01:35Z,Flight Delayed,XQ,230,XQ,230,73H,TCSPT,Flight Landed,Passenger
AYT,AYT,2024-06-14T23:55,2024-06-14T20:55Z,2024-06-15T00:58,2024-06-14T21:58Z,Flight Delayed,CGN,2024-06-15T02:55,2024-06-15T00:55Z,2024-06-15T04:21,2024-06-15T02:21Z,Flight Delayed,XQ,112,XQ,112,73H,TCSOV,Flight Landed,Passenger
AYT,AYT,2024-06-14T23:55,2024-06-14T20:55Z,2024-06-15T01:15,2024-06-14T22:15Z,Flight Delayed,HAJ,2024-06-15T02:50,2024-06-15T00:50Z,2024-06-15T04:20,2024-06-15T02:20Z,Flight Delayed,XQ,232,XQ,232,7M8,TCSMA,Flight Landed,Passenger
AYT,AYT,2024-06-15T00:25,2024-06-14T21:25Z,2024-06-15T02:07,2024-06-14T23:07Z,Flight Delayed,TIA,2024-06-15T01:30,2024-06-14T23:30Z,,,Flight Delayed,XQ,214,XQ,214,73H,TCSRC,Flight Departed,Passenger
AYT,AYT,2024-06-15T03:35,2024-06-15T00:35Z,,,Flight On Time,HEL,2024-06-15T07:45,2024-06-15T04:45Z,,,Flight On Time,AY,1944,AY,1944,320,,No status,Passenger
